transaction_id,amount,transaction_date,month_index,product_Flood,product_Homeowners,product_Renters,region_Midwest,region_Northeast,region_South,region_West
106,23.73,2024-03-02,3,0,0,1,0,1,0,0
107,15.87,2024-01-19,1,0,0,1,0,0,1,0
108,23.77,2024-03-16,3,0,0,1,0,1,0,0
109,20.8,2025-07-17,19,0,0,1,0,0,0,1
110,17.83,2024-04-08,4,0,0,1,0,0,1,0
111,14.77,2025-07-18,19,0,0,1,0,0,1,0
112,13.19,2024-02-11,2,0,0,1,0,0,0,1
113,49.81,2024-06-11,6,1,0,0,0,0,0,1
114,158.78,2025-08-10,20,0,1,0,1,0,0,0
115,23.27,2024-08-17,8,0,0,1,0,0,0,1
116,12.95,2025-09-25,21,0,0,1,0,0,1,0
117,15.03,2025-05-10,17,0,0,1,0,0,1,0
118,167.75,2024-11-22,11,0,1,0,0,0,0,1
119,134.71,2025-02-18,14,1,0,0,0,0,1,0
120,21.17,2025-06-14,18,0,0,1,0,0,1,0
121,12.15,2024-08-07,8,0,0,1,0,0,1,0
122,21.97,2024-12-26,12,0,0,1,0,0,0,1
123,15.09,2025-05-19,17,0,0,1,0,0,1,0
124,23.29,2024-04-26,4,0,0,1,1,0,0,0
125,292.02,2024-05-28,5,1,0,0,0,1,0,0
126,23.95,2024-08-14,8,0,0,1,0,0,0,1
127,14.16,2024-10-31,10,0,0,1,0,1,0,0
128,20.16,2024-09-15,9,0,0,1,0,0,1,0
129,171.07,2024-12-23,12,0,1,0,0,1,0,0
130,15.61,2024-12-13,12,0,0,1,0,0,1,0
131,14.98,2025-06-23,18,0,0,1,0,0,1,0
132,24.82,2025-05-16,17,0,0,1,0,0,0,1
133,17.35,2025-04-05,16,0,0,1,1,0,0,0
134,23.84,2024-09-09,9,0,0,1,0,1,0,0
135,193.59,2025-03-25,15,0,1,0,0,0,1,0
136,19.17,2024-01-05,1,0,0,1,0,0,0,1
137,22.54,2024-08-11,8,0,0,1,0,0,1,0
138,233.64,2024-08-04,8,1,0,0,0,0,1,0
139,257.16,2025-09-01,21,1,0,0,0,0,1,0
140,12.18,2025-06-01,18,0,0,1,0,1,0,0
141,21.75,2025-03-12,15,0,0,1,0,0,1,0
142,21.84,2024-03-23,3,0,0,1,0,0,1,0
143,13.68,2024-02-20,2,0,0,1,0,0,1,0
144,23.42,2025-05-02,17,0,0,1,1,0,0,0
145,13.48,2024-06-02,6,0,0,1,1,0,0,0
146,22.81,2024-11-01,11,0,0,1,0,0,1,0
147,192.07,2025-02-04,14,0,1,0,0,0,1,0
148,21.82,2025-07-31,19,0,0,1,0,1,0,0
149,196.29,2024-11-01,11,0,1,0,0,0,0,1
150,17.69,2025-03-22,15,0,0,1,0,0,1,0
151,17.86,2024-11-30,11,0,0,1,0,0,1,0
152,23.21,2024-05-12,5,0,0,1,0,0,1,0
153,22.95,2025-05-22,17,0,0,1,0,0,1,0
154,20.07,2025-03-25,15,0,0,1,0,1,0,0
155,15.12,2024-04-20,4,0,0,1,0,0,1,0
156,13.97,2025-01-08,13,0,0,1,0,1,0,0
157,21.05,2024-10-07,10,0,0,1,0,1,0,0
158,200.07,2024-03-01,3,0,1,0,0,0,1,0
159,14.2,2025-08-26,20,0,0,1,0,1,0,0
160,19.13,2024-08-20,8,0,0,1,0,1,0,0
161,13.67,2024-03-13,3,0,0,1,0,0,0,1
162,20.94,2024-02-25,2,0,0,1,0,0,1,0
163,154.58,2024-01-26,1,0,1,0,0,0,0,1
164,194.8,2024-10-29,10,0,1,0,0,1,0,0
165,20.04,2024-03-18,3,0,0,1,0,0,1,0
166,12.48,2024-11-07,11,0,0,1,0,0,0,1
167,22.98,2024-12-28,12,0,0,1,0,0,1,0
168,17.82,2024-01-15,1,0,0,1,0,1,0,0
169,14.37,2024-02-08,2,0,0,1,0,0,1,0
170,16.26,2025-06-20,18,0,0,1,1,0,0,0
171,200.93,2024-03-07,3,0,1,0,0,0,1,0
172,19.59,2025-04-14,16,0,0,1,0,0,1,0
173,17.61,2025-08-17,20,0,0,1,0,0,0,1
174,23.7,2024-11-15,11,0,0,1,1,0,0,0
175,24.82,2025-01-11,13,0,0,1,1,0,0,0
176,13.99,2025-05-17,17,0,0,1,0,1,0,0
177,13.14,2024-12-15,12,0,0,1,0,0,0,1
178,13.04,2024-08-30,8,0,0,1,0,0,0,1
179,24.96,2024-01-06,1,0,0,1,0,0,1,0
180,23.25,2024-04-27,4,0,0,1,0,0,0,1
181,20.69,2025-03-16,15,0,0,1,0,1,0,0
182,18.2,2024-06-21,6,0,0,1,0,0,1,0
183,16.21,2024-08-12,8,0,0,1,0,1,0,0
184,21.19,2024-11-15,11,0,0,1,0,0,1,0
185,24.12,2024-09-15,9,0,0,1,0,0,1,0
186,13.75,2024-06-20,6,0,0,1,1,0,0,0
187,13.14,2024-11-14,11,0,0,1,0,0,1,0
188,19.74,2025-07-03,19,0,0,1,0,0,0,1
189,24.08,2024-11-13,11,0,0,1,1,0,0,0
190,24.13,2025-04-03,16,0,0,1,0,0,1,0
191,154.99,2024-10-22,10,0,1,0,1,0,0,0
192,22.16,2024-08-16,8,0,0,1,0,1,0,0
193,14.14,2024-01-05,1,0,0,1,0,1,0,0
194,23.8,2025-08-23,20,0,0,1,0,0,1,0
195,211.24,2024-10-21,10,0,1,0,0,0,1,0
196,20.11,2024-01-23,1,0,0,1,0,0,0,1
197,16.62,2025-05-17,17,0,0,1,0,0,1,0
198,14.98,2024-02-08,2,0,0,1,0,1,0,0
199,20.16,2025-07-07,19,0,0,1,0,0,0,1
200,20.06,2025-04-22,16,0,0,1,0,0,0,1
201,161.38,2024-04-06,4,0,1,0,0,0,0,1
202,13.86,2024-07-14,7,0,0,1,0,0,0,1
203,23.4,2024-04-27,4,0,0,1,0,0,0,1
204,213.48,2024-08-03,8,0,1,0,0,1,0,0
205,19.02,2024-06-05,6,0,0,1,0,0,1,0
206,21.36,2024-04-04,4,0,0,1,0,0,1,0
207,21.31,2024-10-09,10,0,0,1,0,0,1,0
208,23.81,2025-07-03,19,0,0,1,0,1,0,0
209,15.74,2024-12-28,12,0,0,1,0,0,1,0
210,18.58,2025-09-14,21,0,0,1,0,0,1,0
211,13.33,2024-11-19,11,0,0,1,0,0,1,0
212,20.47,2025-08-26,20,0,0,1,0,1,0,0
213,13.01,2025-04-06,16,0,0,1,0,1,0,0
214,183.81,2025-09-04,21,0,1,0,0,0,0,1
215,68.04,2024-01-01,1,1,0,0,0,0,1,0
216,194.35,2025-03-06,15,0,1,0,0,0,1,0
217,22.44,2024-04-26,4,0,0,1,1,0,0,0
218,17.39,2025-08-24,20,0,0,1,0,1,0,0
219,176.02,2025-02-21,14,0,1,0,1,0,0,0
220,152.46,2024-06-27,6,0,1,0,0,0,1,0
221,14.15,2025-05-15,17,0,0,1,0,0,1,0
222,193.54,2024-06-04,6,0,1,0,1,0,0,0
223,24.68,2024-12-26,12,0,0,1,0,0,1,0
224,13.11,2024-12-25,12,0,0,1,0,0,1,0
225,12.87,2024-08-02,8,0,0,1,0,0,1,0
226,16.54,2024-10-11,10,0,0,1,0,0,0,1
227,22.88,2024-01-19,1,0,0,1,0,0,1,0
228,17.89,2024-07-12,7,0,0,1,0,0,0,1
229,18.46,2024-09-20,9,0,0,1,0,0,1,0
230,178.0,2025-04-02,16,0,1,0,0,0,0,1
231,210.06,2024-02-24,2,0,1,0,0,0,1,0
232,20.57,2024-11-08,11,0,0,1,0,0,1,0
233,20.73,2024-11-23,11,0,0,1,1,0,0,0
234,14.32,2025-08-31,20,0,0,1,0,0,0,1
235,22.47,2024-03-28,3,0,0,1,0,0,1,0
236,22.79,2025-03-27,15,0,0,1,0,0,0,1
237,180.48,2024-01-07,1,0,1,0,0,1,0,0
238,23.03,2025-09-15,21,0,0,1,0,0,1,0
239,17.48,2025-05-28,17,0,0,1,0,0,1,0
240,175.19,2025-01-20,13,0,1,0,0,0,1,0
241,22.8,2024-09-12,9,0,0,1,0,1,0,0
242,15.83,2025-05-14,17,0,0,1,0,0,1,0
243,65.27,2024-06-06,6,1,0,0,0,0,1,0
244,22.4,2024-04-24,4,0,0,1,0,0,0,1
245,21.08,2024-10-07,10,0,0,1,0,0,0,1
246,22.85,2024-01-04,1,0,0,1,0,1,0,0
247,20.99,2024-03-15,3,0,0,1,0,0,0,1
248,211.13,2024-02-10,2,0,1,0,0,0,1,0
249,20.47,2025-01-12,13,0,0,1,0,0,1,0
250,13.82,2024-01-27,1,0,0,1,0,1,0,0
251,194.81,2024-09-24,9,0,1,0,0,0,0,1
252,19.45,2025-02-04,14,0,0,1,0,0,1,0
253,18.75,2025-07-29,19,0,0,1,0,0,1,0
254,14.4,2024-10-18,10,0,0,1,0,0,0,1
255,22.88,2024-01-11,1,0,0,1,0,1,0,0
256,15.86,2024-08-14,8,0,0,1,0,0,1,0
257,221.56,2025-02-09,14,0,1,0,0,0,1,0
258,12.41,2024-05-27,5,0,0,1,1,0,0,0
259,23.0,2025-05-21,17,0,0,1,0,0,0,1
260,22.02,2025-05-15,17,0,0,1,1,0,0,0
261,17.37,2024-03-01,3,0,0,1,1,0,0,0
262,15.2,2024-05-10,5,0,0,1,0,0,1,0
263,24.58,2024-04-11,4,0,0,1,0,1,0,0
264,13.19,2024-01-17,1,0,0,1,1,0,0,0
265,84.06,2024-11-13,11,1,0,0,0,0,1,0
266,204.32,2024-03-21,3,1,0,0,0,0,1,0
267,23.04,2025-06-20,18,0,0,1,0,0,1,0
268,201.99,2025-05-03,17,0,1,0,0,0,1,0
269,202.92,2025-02-04,14,0,1,0,0,1,0,0
270,23.9,2024-11-30,11,0,0,1,0,0,1,0
271,24.02,2025-05-12,17,0,0,1,1,0,0,0
272,21.69,2025-01-06,13,0,0,1,0,0,0,1
273,212.17,2024-09-29,9,0,1,0,1,0,0,0
274,19.29,2024-04-07,4,0,0,1,1,0,0,0
275,183.08,2024-12-29,12,0,1,0,0,0,1,0
276,19.0,2025-01-31,13,0,0,1,0,0,0,1
277,20.01,2025-03-25,15,0,0,1,0,0,0,1
278,12.28,2024-05-20,5,0,0,1,0,0,0,1
279,12.91,2024-01-29,1,0,0,1,0,0,0,1
280,18.24,2024-09-28,9,0,0,1,0,0,1,0
281,207.62,2024-12-24,12,0,1,0,0,0,0,1
282,12.04,2025-03-04,15,0,0,1,0,0,1,0
283,15.85,2024-10-19,10,0,0,1,1,0,0,0
284,24.84,2025-08-07,20,0,0,1,0,1,0,0
285,13.62,2024-07-05,7,0,0,1,0,0,1,0
286,156.71,2025-03-15,15,0,1,0,0,0,0,1
287,217.78,2024-08-13,8,0,1,0,0,0,1,0
288,15.01,2025-07-28,19,0,0,1,0,0,0,1
289,13.56,2024-04-16,4,0,0,1,0,0,0,1
290,14.42,2024-09-15,9,0,0,1,1,0,0,0
291,197.23,2025-06-04,18,0,1,0,0,0,0,1
292,163.04,2025-05-04,17,0,1,0,0,0,0,1
293,24.95,2024-01-03,1,0,0,1,0,0,1,0
294,166.79,2024-03-29,3,0,1,0,1,0,0,0
295,13.19,2025-09-08,21,0,0,1,0,0,1,0
296,18.2,2024-07-13,7,0,0,1,1,0,0,0
297,249.52,2024-02-09,2,1,0,0,0,0,1,0
298,171.1,2024-05-03,5,0,1,0,0,0,1,0
299,21.4,2025-08-24,20,0,0,1,1,0,0,0
300,13.42,2025-08-15,20,0,0,1,0,0,0,1
301,18.71,2024-04-24,4,0,0,1,0,0,0,1
302,200.85,2024-10-15,10,0,1,0,1,0,0,0
303,199.38,2024-12-18,12,0,1,0,0,0,0,1
304,16.34,2025-07-10,19,0,0,1,0,1,0,0
305,20.04,2025-02-25,14,0,0,1,0,0,1,0
306,24.5,2024-01-31,1,0,0,1,0,0,0,1
307,175.13,2025-07-04,19,0,1,0,0,1,0,0
308,22.82,2025-06-07,18,0,0,1,0,0,0,1
309,20.02,2024-04-22,4,0,0,1,1,0,0,0
310,16.9,2025-03-23,15,0,0,1,0,1,0,0
311,13.39,2025-02-17,14,0,0,1,0,0,0,1
312,22.92,2025-02-15,14,0,0,1,0,0,1,0
313,13.33,2024-07-14,7,0,0,1,0,0,0,1
314,24.31,2024-07-10,7,0,0,1,0,0,0,1
315,19.57,2024-01-22,1,0,0,1,0,1,0,0
316,23.33,2024-10-11,10,0,0,1,0,1,0,0
317,19.73,2025-04-04,16,0,0,1,0,0,1,0
318,16.21,2024-03-19,3,0,0,1,0,1,0,0
319,150.08,2025-04-26,16,0,1,0,1,0,0,0
320,17.54,2025-01-31,13,0,0,1,0,0,0,1
321,211.94,2024-03-15,3,0,1,0,0,0,1,0
322,20.85,2024-01-22,1,0,0,1,0,1,0,0
323,24.52,2025-03-15,15,0,0,1,0,0,0,1
324,17.46,2024-03-24,3,0,0,1,0,0,0,1
325,24.79,2024-09-13,9,0,0,1,1,0,0,0
326,21.7,2024-06-11,6,0,0,1,0,0,1,0
327,16.79,2024-09-27,9,0,0,1,0,0,1,0
328,14.07,2025-08-27,20,0,0,1,0,0,1,0
329,22.98,2024-07-17,7,0,0,1,0,0,0,1
330,12.42,2025-01-12,13,0,0,1,0,1,0,0
331,18.26,2024-07-24,7,0,0,1,0,0,0,1
332,15.22,2025-06-04,18,0,0,1,0,0,1,0
333,12.83,2025-05-15,17,0,0,1,0,0,1,0
334,16.03,2024-03-12,3,0,0,1,0,0,0,1
335,17.14,2025-05-09,17,0,0,1,0,0,1,0
336,21.03,2024-04-11,4,0,0,1,1,0,0,0
337,206.19,2025-07-06,19,0,1,0,0,0,1,0
338,13.85,2025-08-14,20,0,0,1,0,0,0,1
339,16.5,2024-08-29,8,0,0,1,1,0,0,0
340,13.14,2025-08-11,20,0,0,1,0,0,1,0
341,13.73,2024-03-30,3,0,0,1,0,0,1,0
342,14.6,2025-03-03,15,0,0,1,0,0,0,1
343,21.18,2024-01-09,1,0,0,1,0,0,1,0
344,190.6,2025-01-04,13,0,1,0,0,1,0,0
345,196.9,2024-03-24,3,0,1,0,0,0,0,1
346,13.04,2024-03-24,3,0,0,1,0,0,0,1
347,22.19,2025-05-29,17,0,0,1,0,0,1,0
348,17.7,2024-01-12,1,0,0,1,0,1,0,0
349,23.33,2024-05-01,5,0,0,1,0,1,0,0
350,21.68,2025-09-22,21,0,0,1,0,0,1,0
351,14.1,2025-07-02,19,0,0,1,0,1,0,0
352,207.34,2024-02-04,2,1,0,0,0,0,0,1
353,14.65,2024-11-27,11,0,0,1,0,0,1,0
354,17.41,2024-01-24,1,0,0,1,0,0,0,1
355,16.82,2025-06-15,18,0,0,1,1,0,0,0
356,18.68,2025-09-08,21,0,0,1,0,0,1,0
357,18.33,2025-07-31,19,0,0,1,0,0,1,0
358,20.52,2025-01-05,13,0,0,1,0,0,0,1
359,16.99,2025-06-13,18,0,0,1,1,0,0,0
360,13.71,2025-06-03,18,0,0,1,0,0,1,0
361,20.22,2025-06-09,18,0,0,1,0,0,1,0
362,261.41,2025-07-06,19,1,0,0,1,0,0,0
363,17.79,2025-05-18,17,0,0,1,0,0,0,1
364,13.24,2024-05-24,5,0,0,1,0,0,1,0
365,15.36,2024-08-16,8,0,0,1,0,0,0,1
366,19.78,2024-10-27,10,0,0,1,0,0,1,0
367,23.49,2025-09-21,21,0,0,1,1,0,0,0
368,16.38,2024-12-26,12,0,0,1,0,0,1,0
369,20.02,2025-05-27,17,0,0,1,1,0,0,0
370,16.93,2024-04-16,4,0,0,1,1,0,0,0
371,18.17,2025-05-11,17,0,0,1,0,0,1,0
372,23.23,2025-09-11,21,0,0,1,0,0,1,0
373,24.83,2025-05-25,17,0,0,1,0,1,0,0
374,20.32,2024-02-04,2,0,0,1,0,1,0,0
375,16.11,2024-07-24,7,0,0,1,0,0,0,1
376,18.24,2024-09-07,9,0,0,1,0,0,1,0
377,20.31,2024-07-03,7,0,0,1,0,0,0,1
378,18.78,2025-03-03,15,0,0,1,1,0,0,0
379,13.73,2024-11-03,11,0,0,1,0,1,0,0
380,20.75,2024-12-06,12,0,0,1,1,0,0,0
381,17.77,2025-05-31,17,0,0,1,0,0,1,0
382,210.33,2024-04-28,4,1,0,0,0,0,1,0
383,187.29,2024-05-24,5,0,1,0,0,0,1,0
384,207.64,2024-12-10,12,0,1,0,0,0,0,1
385,14.8,2024-02-22,2,0,0,1,0,0,1,0
386,16.53,2025-07-28,19,0,0,1,0,0,1,0
387,265.75,2025-08-07,20,1,0,0,0,0,1,0
388,13.42,2025-09-01,21,0,0,1,1,0,0,0
389,20.68,2025-03-29,15,0,0,1,1,0,0,0
390,173.79,2024-12-30,12,0,1,0,0,0,0,1
391,190.84,2025-08-23,20,0,1,0,0,1,0,0
392,19.93,2024-05-22,5,0,0,1,0,0,1,0
393,17.83,2024-10-31,10,0,0,1,0,0,1,0
394,12.19,2024-09-23,9,0,0,1,0,0,1,0
395,20.05,2024-01-03,1,0,0,1,0,0,1,0
396,23.01,2025-09-20,21,0,0,1,0,0,0,1
397,161.17,2024-10-30,10,0,1,0,0,1,0,0
398,19.9,2024-12-08,12,0,0,1,0,0,1,0
399,221.66,2024-01-21,1,0,1,0,0,0,1,0
400,20.42,2024-05-03,5,0,0,1,0,1,0,0
401,135.72,2024-11-19,11,1,0,0,0,0,1,0
402,157.61,2025-01-07,13,0,1,0,1,0,0,0
403,22.44,2024-10-17,10,0,0,1,1,0,0,0
404,21.33,2024-01-02,1,0,0,1,0,1,0,0
405,13.58,2025-04-03,16,0,0,1,0,0,1,0
406,22.4,2024-06-07,6,0,0,1,0,0,0,1
407,19.38,2024-10-24,10,0,0,1,0,1,0,0
408,156.53,2025-01-19,13,0,1,0,0,0,1,0
409,13.46,2024-05-20,5,0,0,1,0,0,1,0
410,23.49,2024-01-26,1,0,0,1,0,0,0,1
411,17.34,2025-09-28,21,0,0,1,0,0,1,0
412,191.75,2024-10-19,10,0,1,0,0,0,1,0
413,23.07,2024-06-15,6,0,0,1,0,0,1,0
414,20.11,2025-03-14,15,0,0,1,0,1,0,0
415,21.58,2024-08-13,8,0,0,1,0,1,0,0
416,14.32,2025-02-22,14,0,0,1,0,0,1,0
417,15.02,2025-08-12,20,0,0,1,0,0,1,0
418,13.84,2024-11-15,11,0,0,1,0,1,0,0
419,17.26,2025-01-08,13,0,0,1,0,0,1,0
420,12.21,2024-10-06,10,0,0,1,0,0,1,0
421,21.42,2025-07-07,19,0,0,1,0,1,0,0
422,169.87,2024-12-18,12,0,1,0,0,0,0,1
423,16.77,2024-03-10,3,0,0,1,0,0,1,0
424,18.75,2025-05-31,17,0,0,1,0,1,0,0
425,15.52,2025-07-15,19,0,0,1,0,0,1,0
426,17.94,2024-12-07,12,0,0,1,1,0,0,0
427,20.6,2024-07-27,7,0,0,1,0,0,0,1
428,123.4,2025-03-17,15,1,0,0,0,0,1,0
429,217.85,2024-11-06,11,1,0,0,1,0,0,0
430,17.85,2024-01-12,1,0,0,1,0,1,0,0
431,22.34,2025-06-25,18,0,0,1,0,0,1,0
432,13.98,2025-05-31,17,0,0,1,0,0,1,0
433,15.17,2024-10-12,10,0,0,1,0,0,0,1
434,13.16,2024-06-09,6,0,0,1,0,0,1,0
435,14.07,2025-05-23,17,0,0,1,0,0,1,0
436,15.42,2025-07-31,19,0,0,1,1,0,0,0
437,15.11,2025-03-24,15,0,0,1,1,0,0,0
438,17.81,2024-07-14,7,0,0,1,0,0,1,0
439,208.97,2024-05-22,5,0,1,0,0,1,0,0
440,90.26,2024-08-26,8,1,0,0,0,0,1,0
441,20.16,2024-06-06,6,0,0,1,0,0,1,0
442,210.44,2024-01-07,1,0,1,0,0,0,0,1
443,17.24,2025-07-31,19,0,0,1,0,1,0,0
444,24.45,2024-09-22,9,0,0,1,1,0,0,0
445,214.65,2024-06-12,6,0,1,0,0,1,0,0
446,23.68,2024-08-25,8,0,0,1,0,1,0,0
447,17.18,2024-01-25,1,0,0,1,0,0,1,0
448,18.22,2025-06-20,18,0,0,1,0,1,0,0
449,22.1,2024-05-07,5,0,0,1,0,1,0,0
450,18.58,2025-03-22,15,0,0,1,1,0,0,0
451,20.05,2024-02-29,2,0,0,1,1,0,0,0
452,19.34,2024-12-10,12,0,0,1,0,0,1,0
453,12.75,2024-02-25,2,0,0,1,0,0,0,1
454,14.22,2024-05-28,5,0,0,1,0,0,1,0
455,13.31,2024-03-20,3,0,0,1,1,0,0,0
456,20.23,2025-07-05,19,0,0,1,0,0,1,0
457,172.97,2025-02-23,14,0,1,0,0,0,1,0
458,13.7,2025-09-19,21,0,0,1,0,0,1,0
459,16.61,2024-06-03,6,0,0,1,0,0,1,0
460,21.54,2025-08-20,20,0,0,1,0,0,0,1
461,70.46,2025-02-08,14,1,0,0,1,0,0,0
462,21.88,2025-02-26,14,0,0,1,1,0,0,0
463,22.85,2025-05-07,17,0,0,1,1,0,0,0
464,289.29,2024-06-12,6,1,0,0,0,0,1,0
465,20.4,2024-11-03,11,0,0,1,1,0,0,0
466,13.65,2025-06-29,18,0,0,1,0,1,0,0
467,18.19,2025-03-11,15,0,0,1,0,0,1,0
468,221.72,2025-09-16,21,0,1,0,0,0,1,0
469,118.58,2024-05-08,5,1,0,0,0,0,1,0
470,170.95,2024-08-29,8,0,1,0,0,1,0,0
471,18.0,2024-07-18,7,0,0,1,0,0,0,1
472,17.86,2024-06-21,6,0,0,1,0,0,0,1
473,18.66,2024-04-10,4,0,0,1,0,0,1,0
474,21.7,2025-01-19,13,0,0,1,0,1,0,0
475,12.16,2024-05-27,5,0,0,1,0,1,0,0
476,15.85,2025-03-11,15,0,0,1,1,0,0,0
477,14.41,2025-05-05,17,0,0,1,0,0,1,0
478,22.8,2025-06-03,18,0,0,1,0,0,1,0
